MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
,,,,,,36613804,Building Materials,Decking & Building Products,Composite Decking & Trim,1613804,ADCR5117512SG,1x12-12' Slate Gray - Harvest Azek PVC Fascia,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151),Parksite,TIMBERTECH®,,ADCR5117512SG,ADCR5117512BS,Building Materials>Decking & Building Products>Composite Decking,"Parksite, Composite Decking & Trim, ADCR5117512SG",COMPOSITE DECKING & TRIM,TIMBERTECH® ADCR5117512SG Composite Decking & Trim,TIMBERTECH® Composite Decking & Trim,Composite Decking & Trim,,,,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking & Trim,Model,ADCR5117512SG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIMBERTECH_ADCR5117512SG.jpg,,,,,,,,,TIMBERTECH_ADCR5117512SG_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,81726037,Building Materials,Decking & Building Products,Composite Decking & Trim,1726037,543140908,1x8-12' Biscayne - Trex Lineage,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073),U S Lumber,TREX®,,543140908,,Building Materials>Decking & Building Products>Composite Decking,"U S Lumber, Composite Decking & Trim, 543140908",COMPOSITE DECKING & TRIM,TREX® 543140908 Composite Decking & Trim,TREX® Composite Decking & Trim,Composite Decking & Trim,,,,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking & Trim,Model,543140908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TREX_543140908.jpg,,,,,,,,,TREX_543140908_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,67853348,Building Materials,Decking & Building Products,Composite Decking & Trim,5853348,543142908,1x8-12' Carmel - Trex Lineage,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073),U S Lumber,TREX®,,543142908,,Building Materials>Decking & Building Products>Composite Decking,"U S Lumber, Composite Decking & Trim, 543142908",COMPOSITE DECKING & TRIM,TREX® 543142908 Composite Decking & Trim,TREX® Composite Decking & Trim,Composite Decking & Trim,,,,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking & Trim,Model,543142908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TREX_543142908.jpg,,,,,,,,,TREX_543142908_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,37882427,Building Materials,Decking & Building Products,Composite Decking & Trim,2882427,543143908,1x8-12' Jasper - Trex Lineage,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073),U S Lumber,TREX®,,543143908,,Building Materials>Decking & Building Products>Composite Decking,"U S Lumber, Composite Decking & Trim, 543143908",COMPOSITE DECKING & TRIM,TREX® 543143908 Composite Decking & Trim,TREX® Composite Decking & Trim,Composite Decking & Trim,,,,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking & Trim,Model,543143908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TREX_543143908.jpg,,,,,,,,,TREX_543143908_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,29809269,Building Materials,Decking & Building Products,Composite Decking & Trim,3809269,543140912,1x12-12' Biscayne - Trex Lineage,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073),U S Lumber,TREX®,,543140912,,Building Materials>Decking & Building Products>Composite Decking,"U S Lumber, Composite Decking & Trim, 543140912",COMPOSITE DECKING & TRIM,TREX® 543140912 Composite Decking & Trim,TREX® Composite Decking & Trim,Composite Decking & Trim,,,,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking & Trim,Model,543140912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TREX_543140912.jpg,,,,,,,,,TREX_543140912_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,98407388,Building Materials,Decking & Building Products,Composite Decking & Trim,9407388,543142912,1x12-12' Carmel - Trex Lineage,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073),U S Lumber,TREX®,,543142912,,Building Materials>Decking & Building Products>Composite Decking,"U S Lumber, Composite Decking & Trim, 543142912",COMPOSITE DECKING & TRIM,TREX® 543142912 Composite Decking & Trim,TREX® Composite Decking & Trim,Composite Decking & Trim,,,,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking & Trim,Model,543142912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TREX_543142912.jpg,,,,,,,,,TREX_543142912_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,54319985,Building Materials,Decking & Building Products,Composite Decking & Trim,1319985,543143912,1x12-12' Jasper - Trex Lineage,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073),U S Lumber,TREX®,,543143912,,Building Materials>Decking & Building Products>Composite Decking,"U S Lumber, Composite Decking & Trim, 543143912",COMPOSITE DECKING & TRIM,TREX® 543143912 Composite Decking & Trim,TREX® Composite Decking & Trim,Composite Decking & Trim,,,,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking & Trim,Model,543143912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TREX_543143912.jpg,,,,,,,,,TREX_543143912_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,68852883,Building Materials,Decking & Building Products,Composite Decking & Trim,6852883,1513715,1x12-12' Hatteras - Trex Lineage,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials,TREX®,,1513715,,Building Materials>Decking & Building Products>Composite Decking,"Boise Cascade Building Materials, Composite Decking & Trim, 1513715",COMPOSITE DECKING & TRIM,TREX® 1513715 Composite Decking & Trim,TREX® Composite Decking & Trim,Composite Decking & Trim,,,,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking & Trim,Model,1513715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TREX_1513715.jpg,,,,,,,,,TREX_1513715_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,99955788,Building Materials,Decking & Building Products,Composite Decking & Trim,1955788,1513716,1x12-12' Salt Flat - Trex Lineage,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials,TREX®,,1513716,,Building Materials>Decking & Building Products>Composite Decking,"Boise Cascade Building Materials, Composite Decking & Trim, 1513716",COMPOSITE DECKING & TRIM,TREX® 1513716 Composite Decking & Trim,TREX® Composite Decking & Trim,Composite Decking & Trim,,,,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking & Trim,Model,1513716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TREX_1513716.jpg,,,,,,,,,TREX_1513716_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,69319841,Building Materials,Decking & Building Products,Composite Decking & Trim,7319841,1513722,1x8-12' Honey Grove - Trex Enhance Naturals Fascia,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials,TREX®,,1513722,,Building Materials>Decking & Building Products>Composite Decking,"Boise Cascade Building Materials, Composite Decking & Trim, 1513722",COMPOSITE DECKING & TRIM,TREX® 1513722 Composite Decking & Trim,TREX® Composite Decking & Trim,Composite Decking & Trim,,,,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking & Trim,Model,1513722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TREX_1513722.jpg,,,,,,,,,TREX_1513722_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,60697920,Building Materials,Decking & Building Products,Composite Decking & Trim,7697920,1513723,1x12-12' Honey Grove - Trex Enhance Naturals Fascia,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials,TREX®,,1513723,,Building Materials>Decking & Building Products>Composite Decking,"Boise Cascade Building Materials, Composite Decking & Trim, 1513723",COMPOSITE DECKING & TRIM,TREX® 1513723 Composite Decking & Trim,TREX® Composite Decking & Trim,Composite Decking & Trim,,,,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking & Trim,Model,1513723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TREX_1513723.jpg,,,,,,,,,TREX_1513723_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,58524605,Building Materials,Decking & Building Products,Composite Decking & Trim,5524605,1513729,1x8-12' Tide Pool - Trex Enhance Basics Fascia,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials,TREX®,,1513729,,Building Materials>Decking & Building Products>Composite Decking,"Boise Cascade Building Materials, Composite Decking & Trim, 1513729",COMPOSITE DECKING & TRIM,TREX® 1513729 Composite Decking & Trim,TREX® Composite Decking & Trim,Composite Decking & Trim,,,,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking & Trim,Model,1513729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TREX_1513729.jpg,,,,,,,,,TREX_1513729_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,57768204,Building Materials,Decking & Building Products,Composite Decking & Trim,4768204,1513730,1x12-12' Tide Pool - Trex Enhance Basics Fascia,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials,TREX®,,1513730,,Building Materials>Decking & Building Products>Composite Decking,"Boise Cascade Building Materials, Composite Decking & Trim, 1513730",COMPOSITE DECKING & TRIM,TREX® 1513730 Composite Decking & Trim,TREX® Composite Decking & Trim,Composite Decking & Trim,,,,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking & Trim,Model,1513730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TREX_1513730.jpg,,,,,,,,,TREX_1513730_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,99398996,Building Materials,Decking & Building Products,Composite Decking & Trim,1398996,543076916,1x8-12' Cinnamon Cove - Trex Enhance Naturals Fascia,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials,TREX®,,543076916,,Building Materials>Decking & Building Products>Composite Decking,"Boise Cascade Building Materials, Composite Decking & Trim, 543076916",COMPOSITE DECKING & TRIM,TREX® 543076916 Composite Decking & Trim,TREX® Composite Decking & Trim,Composite Decking & Trim,,,,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking & Trim,Model,543076916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TREX_543076916.jpg,,,,,,,,,TREX_543076916_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,28132749,Building Materials,Decking & Building Products,Composite Decking & Trim,2132749,1516876,1x8-12' Golden Hour - Trex Enhance Naturals Fascia,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials,TREX®,,1516876,,Building Materials>Decking & Building Products>Composite Decking,"Boise Cascade Building Materials, Composite Decking & Trim, 1516876",COMPOSITE DECKING & TRIM,TREX® 1516876 Composite Decking & Trim,TREX® Composite Decking & Trim,Composite Decking & Trim,,,,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking & Trim,Model,1516876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TREX_1516876.jpg,,,,,,,,,TREX_1516876_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,57873688,Building Materials,Decking & Building Products,Composite Decking & Trim,4873688,543076936,1x12-12' Cinnamon Cove - Trex Enhance Naturals Fascia,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials,TREX®,,543076936,,Building Materials>Decking & Building Products>Composite Decking,"Boise Cascade Building Materials, Composite Decking & Trim, 543076936",COMPOSITE DECKING & TRIM,TREX® 543076936 Composite Decking & Trim,TREX® Composite Decking & Trim,Composite Decking & Trim,,,,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking & Trim,Model,543076936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TREX_543076936.jpg,,,,,,,,,TREX_543076936_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,10728411,Building Materials,Decking & Building Products,Composite Decking & Trim,2728411,1516878,1x12-12' Golden Hour - Trex Enhance Naturals Fascia,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials,TREX®,,1516878,,Building Materials>Decking & Building Products>Composite Decking,"Boise Cascade Building Materials, Composite Decking & Trim, 1516878",COMPOSITE DECKING & TRIM,TREX® 1516878 Composite Decking & Trim,TREX® Composite Decking & Trim,Composite Decking & Trim,,,,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking & Trim,Model,1516878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TREX_1516878.jpg,,,,,,,,,TREX_1516878_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,38159450,Building Materials,Decking & Building Products,Composite Decking & Trim,3159450,1516884,1x8-12' Pebble Beach - Trex Enhance Basics Fascia,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials,TREX®,,1516884,,Building Materials>Decking & Building Products>Composite Decking,"Boise Cascade Building Materials, Composite Decking & Trim, 1516884",COMPOSITE DECKING & TRIM,TREX® 1516884 Composite Decking & Trim,TREX® Composite Decking & Trim,Composite Decking & Trim,,,,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking & Trim,Model,1516884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TREX_1516884.jpg,,,,,,,,,TREX_1516884_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,85712503,Building Materials,Decking & Building Products,Composite Decking & Trim,5712503,1516885,1x12-12' Pebble Beach - Trex Enhance Basics Fascia,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials,TREX®,,1516885,,Building Materials>Decking & Building Products>Composite Decking,"Boise Cascade Building Materials, Composite Decking & Trim, 1516885",COMPOSITE DECKING & TRIM,TREX® 1516885 Composite Decking & Trim,TREX® Composite Decking & Trim,Composite Decking & Trim,,,,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking & Trim,Model,1516885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TREX_1516885.jpg,,,,,,,,,TREX_1516885_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,50820612,Building Materials,Decking & Building Products,Composite Decking & Trim,6820612,543005916,1x8-12' Malted Barley - Trex Select 2.0 Fascia,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials,TREX®,,543005916,,Building Materials>Decking & Building Products>Composite Decking,"Boise Cascade Building Materials, Composite Decking & Trim, 543005916",COMPOSITE DECKING & TRIM,TREX® 543005916 Composite Decking & Trim,TREX® Composite Decking & Trim,Composite Decking & Trim,,,,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking & Trim,Model,543005916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TREX_543005916.jpg,,,,,,,,,TREX_543005916_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
